Title, Named Entity, Frequency
"Sundar Pichai", "December 20, 2016", "1"
"Sundar Pichai", "September 9, 2021", "1"
"Sundar Pichai", "Vanavani Matriculation Higher Secondary School Vana Vani", "1"
"Sundar Pichai", "IIT Madras", "1"
"Sundar Pichai", "August 14, 2015", "1"
"Sundar Pichai", "14, 2015", "1"
"Sundar Pichai", "October 26, 2014", "1"
"Sundar Pichai", "6, 2015", "1"
"Sundar Pichai", "31, 2016", "1"
"Sundar Pichai", "Lakshman", "1"
"Sundar Pichai", "March 21, 2013", "1"
"Sundar Pichai", "Siebel Scholars", "1"
"Sundar Pichai", "August 23, 2013", "1"
"Sundar Pichai", "Sundar Pichai Seven", "1"
"Sundar Pichai", "October 18, 2013", "1"
"Sundar Pichai", "Chrome", "1"
"Sundar Pichai", "Apps", "1"
"Sundar Pichai", "Google.jpg", "1"
"Sundar Pichai", "250px Pichai", "1"
"Sundar Pichai", "2015", "1"
"Sundar Pichai", "Mobile World Congress", "1"
"Sundar Pichai", "Spain", "1"
"Sundar Pichai", "Applied Materials", "1"
"Sundar Pichai", "McKinsey & Company", "1"
"Sundar Pichai", "Thoppil", "1"
"Sundar Pichai", "Dhanya Ann", "1"
"Sundar Pichai", "The Wall Street Journal", "1"
"Sundar Pichai", "Lee  Dave  title", "1"
"Sundar Pichai", "Sundar Pichai  Google's", "1"
"Sundar Pichai", "Meet Google", "1"
"Sundar Pichai", "March 14, 2013  date March 13, 2013", "1"
"Sundar Pichai", "June 24, 2013", "1"
"Sundar Pichai", "November 3, 2013", "1"
"Sundar Pichai", "2011", "1"
"Sundar Pichai", "Robert", "1"
"Sundar Pichai", "Simplicity", "1"
"Sundar Pichai", "September 24, 2012", "1"
"Sundar Pichai", "May 20, 2010", "1"
"Sundar Pichai", "Gigaom.com", "1"
"Sundar Pichai", "May 19, 2010", "1"
"Sundar Pichai", "November 12, 2012", "1"
"Sundar Pichai", "Olivarez Giles", "1"
"Sundar Pichai", "March 17, 2014", "1"
"Sundar Pichai", "Jive Software", "1"
"Sundar Pichai", "April 2011 to July 30, 2013", "1"
"Sundar Pichai", "March 10, 2014", "1"
"Sundar Pichai", "Margaret Breya", "1"
"Sundar Pichai", "Board of Directors", "1"
"Sundar Pichai", "Software", "1"
"Sundar Pichai", "February 12, 2014", "1"
"Sundar Pichai", "25, 2014", "1"
"Sundar Pichai", "October 27, 2014", "1"
"Sundar Pichai", "Fortune", "1"
"Sundar Pichai", "April 5, 2015", "1"
"Sundar Pichai", "April 3, 2015", "1"
"Sundar Pichai", "Official Google Blog", "1"
"Sundar Pichai", "October 2, 2015", "1"
"Sundar Pichai", "SEC Filing", "1"
"Sundar Pichai", "9", "1"
"Sundar Pichai", "September 15, 2017", "1"
"Sundar Pichai", "2014", "1"
"Sundar Pichai", "SiliconANGLE", "1"
"Sundar Pichai", "January 31, 2014", "1"
"Sundar Pichai", "February 7, 2014", "1"
"Sundar Pichai", "April 11, 2016", "1"
"Sundar Pichai", "April 11, 2014", "1"
"Sundar Pichai", "August 2017", "1"
"Sundar Pichai", "ten", "1"
"Sundar Pichai", "Google's Ideological Echo", "1"
"Sundar Pichai", "Ideological Echo Chamber", "1"
"Sundar Pichai", "Tech Wakabayashi Daisuke", "1"
"Sundar Pichai", "The New York Times", "1"
"Sundar Pichai", "0362", "1"
"Sundar Pichai", "4331", "1"
"Sundar Pichai", "10, 2017", "1"
"Sundar Pichai", "30, 2018", "1"
"Sundar Pichai", "Statt Nick", "1"
"Sundar Pichai", "Warren Tom", "1"
"Sundar Pichai", "December 2017", "1"
"Sundar Pichai", "World Internet Conference", "1"
"Sundar Pichai", "Chinese", "1"
"Sundar Pichai", "Tim Cook", "1"
"Sundar Pichai", "Liao Shannon", "1"
"Sundar Pichai", "4", "1"
"Sundar Pichai", "Cook", "1"
"Sundar Pichai", "Sundar Pichai's", "1"
"Sundar Pichai", "QZ", "1"
"Sundar Pichai", "6", "1"
"Sundar Pichai", "December 2019", "1"
"Sundar Pichai", "Larry", "1"
"Sundar Pichai", "3, 2019", "1"
"Sundar Pichai", "4, 2019", "1"
"Sundar Pichai", "260px Pichai", "1"
"Sundar Pichai", "December 2020", "1"
"Sundar Pichai", "Singapore FinTech Festival", "1"
"Sundar Pichai", "December 8, 2020", "1"
"Sundar Pichai", "years", "1"
"Sundar Pichai", "Southeast Asia's", "1"
"Sundar Pichai", "first", "1"
"Sundar Pichai", "four", "1"
"Sundar Pichai", "as many as year", "1"
"Sundar Pichai", "some 1.7 billion", "1"
"Sundar Pichai", "African", "1"
