Title, Named Entity, Sentence
Microsoft, Microsoft, In 1990, Federal Trade Commission examined Microsoft for possible collusion due to partnership with IBM, marking beginning of more than a decade of legal clashes with government.
Microsoft, Microsoft, To cope with potential for an increase in demand for products and services, Microsoft opened a number of "holiday stores" across U.S. to complement increasing number of "bricks and mortar" Microsoft Stores that opened in 2012.
Microsoft, Microsoft, During COVID 19 pandemic, Microsoft's president, Brad Smith (American lawyer)
Microsoft, Microsoft, On June 25, Microsoft paid US$1.2&nbsp;billion to buy social network Yammer.
Microsoft, Microsoft, In line with maturing PC business, in July 2013, Microsoft announced that it would reorganize business into four new business divisions, namely Operating System, Apps, Cloud, and Devices.
Microsoft, Microsoft, Microsoft Azure Azure Services Platform, company's entry into cloud computing market for Windows, launched on October 27, 2008.
Microsoft, Microsoft, In May 2018, Microsoft partnered with 17 American intelligence agencies to develop cloud computing products.
Microsoft, Microsoft, Microsoft entered operating system (OS) business in 1980 with its own version of Unix called Xenix, but it was MS DOS that solidified company's dominance.
Microsoft, Microsoft, Microsoft engineering groups
Microsoft, Microsoft, On October 9, 2020, Microsoft permanently allowed remote work.
Microsoft, Microsoft, MSDN also offers subscriptions for companies and individuals, and more expensive subscriptions usually offer access to pre release beta versions of Microsoft software.
Microsoft, Microsoft, In July 2014, Microsoft announced plans to lay off 18,000 employees.
Microsoft, Microsoft, Microsoft released its version of OS/2 to original equipment manufacturers (OEMs) on April 2, 1987.
Microsoft, Microsoft, Microsoft is ranked on 17th place in Greenpeace's Guide to Greener Electronics (16th Edition) that ranks 18 electronics manufacturers according to their policies on toxic chemicals, recycling and climate change.
Microsoft, Microsoft, Since 1990s, it has increasingly diversified from operating system market and has made a number of List of mergers and acquisitions by Microsoft corporate acquisitions, their largest being acquisition of LinkedIn for $26.2&nbsp;billion in December 2016, followed by their acquisition of Skype Technologies for $8.5&nbsp;billion in May 2011.
Microsoft, Microsoft, On January 13, 2022, The Wall Street Journal reported Microsoft's board of directors plans to hire an external law firm to review its sexual harassment and gender discrimination policies, and to release a summary of how company handled past allegations of misconduct against Bill Gates and other corporate executives.
Microsoft, Microsoft, On July 20, 2012, Microsoft posted its first quarterly loss ever, despite earning record revenues for quarter and fiscal year, with a net loss of $492&nbsp;million due to a Write off#Write down writedown related to advertising company aQuantive, which had been acquired for $6.2&nbsp;billion back in 2007.
Microsoft, Microsoft, Though company had subsequent increases in dividend payouts, price of Microsoft's stock remained steady for years.
Microsoft, Microsoft, The European Union imposed another fine of €899&nbsp;million ($1.4&nbsp;billion) for Microsoft's lack of compliance with March 2004 judgment on February 27, 2008, saying that company charged rivals unreasonable prices for key information about its Microsoft SQL Server workgroup and Microsoft BackOffice Server backoffice servers.
Microsoft, Microsoft, , Microsoft has third highest global List of most valuable brands brand valuation.
Microsoft, Microsoft, Branching out into new markets in 1996, Microsoft and General Electric's NBC unit created a new 24/7 service 24/7 cable news channel, MSNBC.
Microsoft, Microsoft, Increasingly present in hardware business following Xbox, Microsoft in 2006 released Zune series of digital media players, a successor of its previous software platform Portable Media Center.
Microsoft, Microsoft, The company also produces a wide range of other consumer and enterprise software for desktops, laptops, tabs, gadgets, and servers, including Web search engine Internet search (with Microsoft Bing Bing), digital services market (through MSN), mixed reality (Microsoft HoloLens HoloLens), cloud computing (Microsoft Azure Azure), and software development (Microsoft Visual Studio Visual Studio).
