Title, Named Entity, Frequency
"Barack Obama", "Jackie", "3"
"Barack Obama", "November 6, 2012", "3"
"Barack Obama", "November 9, 2012", "3"
"Barack Obama", "National Journal", "3"
"Barack Obama", "Ronald Reagan", "3"
"Barack Obama", "September 21, 2012", "3"
"Barack Obama", "June 15, 2009", "3"
"Barack Obama", "February 2009", "3"
"Barack Obama", "August 6, 2009", "3"
"Barack Obama", "National Archives", "3"
"Barack Obama", "January 22, 2014", "3"
"Barack Obama", "MSNBC", "3"
"Barack Obama", "April 2010", "3"
"Barack Obama", "NASA", "3"
"Barack Obama", "Aurora", "3"
"Barack Obama", "23", "3"
"Barack Obama", "January 16, 2013", "3"
"Barack Obama", "10", "3"
"Barack Obama", "January 7, 2016", "3"
"Barack Obama", "August 8, 2019", "3"
"Barack Obama", "NSA", "3"
"Barack Obama", "James Byrd Jr.", "3"
"Barack Obama", "Hate Crimes Prevention Act", "3"
"Barack Obama", "Windy City Times", "3"
"Barack Obama", "Obama Administration", "3"
"Barack Obama", "weekly", "3"
"Barack Obama", "American Recovery and Reinvestment Act", "3"
"Barack Obama", "GM", "3"
"Barack Obama", "06", "3"
"Barack Obama", "Congressional Budget Office", "3"
"Barack Obama", "December 17, 2010", "3"
"Barack Obama", "Keystone XL", "3"
"Barack Obama", "February 24, 2015", "3"
"Barack Obama", "Atlantic", "3"
"Barack Obama", "31, 2011", "3"
"Barack Obama", "December 24, 2009", "3"
"Barack Obama", "March 21, 2010", "3"
"Barack Obama", "March 25, 2010", "3"
"Barack Obama", "Medicaid", "3"
"Barack Obama", "January 6, 2013", "3"
"Barack Obama", "annual", "3"
"Barack Obama", "101", "3"
"Barack Obama", "A New Beginning", "3"
"Barack Obama", "Karen", "3"
"Barack Obama", "February 27, 2009", "3"
"Barack Obama", "Ben", "3"
"Barack Obama", "Toronto", "3"
"Barack Obama", "Canada", "3"
"Barack Obama", "ISIS", "3"
"Barack Obama", "August 23, 2015", "3"
"Barack Obama", "Shimon Peres", "3"
"Barack Obama", "East Jerusalem", "3"
"Barack Obama", "Jeffrey", "3"
"Barack Obama", "Haaretz", "3"
"Barack Obama", "January 6, 2017", "3"
"Barack Obama", "January 5, 2017", "3"
"Barack Obama", "Gaddafi", "3"
"Barack Obama", "Bashar al Assad", "3"
"Barack Obama", "February 19, 2016", "3"
"Barack Obama", "May 4, 2011", "3"
"Barack Obama", "Bin Laden", "3"
"Barack Obama", "Raúl Castro", "3"
"Barack Obama", "July 29, 2015", "3"
"Barack Obama", "June 19, 2011", "3"
"Barack Obama", "Pew Research Center", "3"
"Barack Obama", "January 22, 2012", "3"
"Barack Obama", "October 10, 2009", "3"
"Barack Obama", "6, 2021", "3"
"Barack Obama", "Bruce Springsteen", "3"
"Barack Obama", "2022 04", "3"
"Barack Obama", "seven", "3"
"Barack Obama", "Crown Publishing Group", "3"
"Barack Obama", "355", "3"
"Barack Obama", "UCC", "3"
"Barack Obama", "Sunday", "3"
"Barack Obama", "year   2010", "3"
"Barack Obama", "The Bridge  The Life and Rise of Barack Obama", "3"
"Barack Obama", "November 3, 2004", "3"
"Barack Obama", "February 18, 2008", "3"
"Barack Obama", "October 3, 2002", "3"
"Barack Obama", "March 1, 2009", "3"
"Barack Obama", "March 24, 2009", "3"
"Barack Obama", "November 10, 2012", "3"
"Barack Obama", "January 3, 2005", "2"
"Barack Obama", "Michelle Robinson", "2"
"Barack Obama", "October 3, 1992", "2"
"Barack Obama", "Kalorama", "2"
"Barack Obama", "Punahou School", "2"
"Barack Obama", "1983", "2"
"Barack Obama", "Community", "2"
"Barack Obama", "March", "2"
"Barack Obama", "July 2004", "2"
"Barack Obama", "November", "2"
"Barack Obama", "a year", "2"
"Barack Obama", "Dodd–Frank Wall Street Reform", "2"
"Barack Obama", "Great Recession", "2"
"Barack Obama", "Anwar al Awlaki", "2"
"Barack Obama", "al Qaeda", "2"
"Barack Obama", "1973", "2"
"Barack Obama", "Muammar Gaddafi", "2"
"Barack Obama", "Mitt Romney", "2"
"Barack Obama", "Second", "2"
"Barack Obama", "United States Supreme Court", "2"
"Barack Obama", "Windsor", "2"
"Barack Obama", "Court", "2"
"Barack Obama", "Sandy Hook Elementary School", "2"
"Barack Obama", "Paris Agreement", "2"
"Barack Obama", "Sonia Sotomayor", "2"
"Barack Obama", "Elena Kagan", "2"
"Barack Obama", "Democratic National Convention", "2"
"Barack Obama", "Stanley Armour Dunham", "2"
"Barack Obama", "Maya Soetoro Ng Maya Soetoro", "2"
"Barack Obama", "years", "2"
"Barack Obama", "Dunham", "2"
"Barack Obama", "John Punch", "2"
"Barack Obama", "July 30, 2012", "2"
"Barack Obama", "January 10, 2022", "2"
"Barack Obama", "1960s", "2"
"Barack Obama", "1960", "2"
"Barack Obama", "115–118", "2"
"Barack Obama", "Ripley", "2"
"Barack Obama", "86", "2"
"Barack Obama", "125–127", "2"
"Barack Obama", "227–230", "2"
"Barack Obama", "195–201", "2"
"Barack Obama", "Lolo", "2"
"Barack Obama", "Menteng", "2"
"Barack Obama", "Tebet", "2"
"Barack Obama", "South Jakarta", "2"
"Barack Obama", "St. Francis", "2"
"Barack Obama", "Assisi Catholic Elementary School", "2"
"Barack Obama", "March 19, 2010", "2"
"Barack Obama", "State Elementary School Menteng", "2"
"Barack Obama", "230", "2"
"Barack Obama", "January 25, 2014", "2"
"Barack Obama", "August 22, 2008", "2"
"Barack Obama", "January 9, 2017", "2"
"Barack Obama", "fifth", "2"
"Barack Obama", "1979", "2"
"Barack Obama", "Punahou", "2"
"Barack Obama", "Barry", "2"
"Barack Obama", "March 21, 2016", "2"
"Barack Obama", "279–281", "2"
"Barack Obama", "May 25, 2012", "2"
"Barack Obama", "Seelye", "2"
"Barack Obama", "PBS", "2"
"Barack Obama", "Occidental", "2"
"Barack Obama", "three weeks", "2"
"Barack Obama", "1981", "2"
"Barack Obama", "Today", "2"
"Barack Obama", "October 1, 2006", "2"
"Barack Obama", "July 9, 2008", "2"
"Barack Obama", "August 6, 2008", "2"
"Barack Obama", "three months", "2"
"Barack Obama", "July 30, 2007", "2"
"Barack Obama", "Scott  Fornek", "2"
"Barack Obama", "November 3, 2008", "2"
"Barack Obama", "Irish", "2"
"Barack Obama", "Dick Cheney", "2"
